id,delivery_id,product_id,warehouse_id,ordered_quantity,fact_quantity,created_at
0f065194-e16e-494e-ba18-ff492f6b724f_DI_12c3ed,0f065194-e16e-494e-ba18-ff492f6b724f_D,dd902d96-88d1-4510-9476-1855e47ce5d9,1c21be0f-7a41-4fd2-98f6-829a3308a50a,34,33,2025-10-01T08:00:00+00:00
0f065194-e16e-494e-ba18-ff492f6b724f_DI_31dc59,0f065194-e16e-494e-ba18-ff492f6b724f_D,06f7f59c-0247-49a4-a8e8-5a3786c7f23b,1c21be0f-7a41-4fd2-98f6-829a3308a50a,7,7,2025-10-01T08:00:00+00:00
0f065194-e16e-494e-ba18-ff492f6b724f_DI_f870dd,0f065194-e16e-494e-ba18-ff492f6b724f_D,9212843a-e4fe-4015-8181-e52c7169d4b4,1c21be0f-7a41-4fd2-98f6-829a3308a50a,30,29,2025-10-01T08:00:00+00:00
0f065194-e16e-494e-ba18-ff492f6b724f_DI_191ebd,0f065194-e16e-494e-ba18-ff492f6b724f_D,770ee63b-d5c2-4da3-9b43-dbe915317e59,1c21be0f-7a41-4fd2-98f6-829a3308a50a,13,9,2025-10-01T08:00:00+00:00
0f065194-e16e-494e-ba18-ff492f6b724f_DI_9fad3e,0f065194-e16e-494e-ba18-ff492f6b724f_D,d9e7fac1-9bf8-45dd-89b5-0fd2720638bd,1c21be0f-7a41-4fd2-98f6-829a3308a50a,30,30,2025-10-01T08:00:00+00:00
0f065194-e16e-494e-ba18-ff492f6b724f_DI_b2a078,0f065194-e16e-494e-ba18-ff492f6b724f_D,0028ae4f-2908-4ca5-8b6b-74a7fee0c765,1c21be0f-7a41-4fd2-98f6-829a3308a50a,49,48,2025-10-01T08:00:00+00:00
0f065194-e16e-494e-ba18-ff492f6b724f_DI_1fc3c0,0f065194-e16e-494e-ba18-ff492f6b724f_D,d6ee961b-8155-4e3d-b275-cef8f3c472aa,1c21be0f-7a41-4fd2-98f6-829a3308a50a,11,7,2025-10-01T08:00:00+00:00
0f065194-e16e-494e-ba18-ff492f6b724f_DI_3b78cb,0f065194-e16e-494e-ba18-ff492f6b724f_D,7a605845-064d-4e54-9b22-dc97be1c9998,1c21be0f-7a41-4fd2-98f6-829a3308a50a,10,10,2025-10-01T08:00:00+00:00
043979af-8142-4e41-9306-26de3b0fc569_DI_571a18,043979af-8142-4e41-9306-26de3b0fc569_D,ead6103a-bc22-4e10-bfd2-d978c23b1853,68db2e0c-1613-41ae-a22c-4959cbb08fe6,6,4,2024-11-21T12:00:00+00:00
043979af-8142-4e41-9306-26de3b0fc569_DI_5ab2d2,043979af-8142-4e41-9306-26de3b0fc569_D,afda51cb-8b22-4a15-87b1-a03a2ee67218,68db2e0c-1613-41ae-a22c-4959cbb08fe6,27,26,2024-11-21T12:00:00+00:00
043979af-8142-4e41-9306-26de3b0fc569_DI_5eba8b,043979af-8142-4e41-9306-26de3b0fc569_D,1225eea7-b9c2-4dd1-992b-ded7dcced21a,68db2e0c-1613-41ae-a22c-4959cbb08fe6,44,42,2024-11-21T12:00:00+00:00
043979af-8142-4e41-9306-26de3b0fc569_DI_6de370,043979af-8142-4e41-9306-26de3b0fc569_D,87909481-bd50-4f5f-9192-342beedab110,68db2e0c-1613-41ae-a22c-4959cbb08fe6,28,24,2024-11-21T12:00:00+00:00
043979af-8142-4e41-9306-26de3b0fc569_DI_b3cc10,043979af-8142-4e41-9306-26de3b0fc569_D,1ab8d90f-774e-4d6a-b55b-11aa47b59c74,68db2e0c-1613-41ae-a22c-4959cbb08fe6,17,16,2024-11-21T12:00:00+00:00
043979af-8142-4e41-9306-26de3b0fc569_DI_28e985,043979af-8142-4e41-9306-26de3b0fc569_D,1467102b-d621-44d7-a8f4-6c23692a2eba,68db2e0c-1613-41ae-a22c-4959cbb08fe6,10,10,2024-11-21T12:00:00+00:00
043979af-8142-4e41-9306-26de3b0fc569_DI_8a9640,043979af-8142-4e41-9306-26de3b0fc569_D,3e8d259d-4836-476b-9eea-07f0acb084cd,68db2e0c-1613-41ae-a22c-4959cbb08fe6,16,15,2024-11-21T12:00:00+00:00
043979af-8142-4e41-9306-26de3b0fc569_DI_13d8f4,043979af-8142-4e41-9306-26de3b0fc569_D,477afb98-2ba0-4255-8544-e9220dfb9f30,68db2e0c-1613-41ae-a22c-4959cbb08fe6,29,26,2024-11-21T12:00:00+00:00
043979af-8142-4e41-9306-26de3b0fc569_DI_3605c6,043979af-8142-4e41-9306-26de3b0fc569_D,0b5bbeb6-dd61-424f-a9ba-22750c87331a,68db2e0c-1613-41ae-a22c-4959cbb08fe6,34,32,2024-11-21T12:00:00+00:00
043979af-8142-4e41-9306-26de3b0fc569_DI_21838a,043979af-8142-4e41-9306-26de3b0fc569_D,242499d7-15d8-4db6-a460-dc0c11812667,68db2e0c-1613-41ae-a22c-4959cbb08fe6,26,23,2024-11-21T12:00:00+00:00
043979af-8142-4e41-9306-26de3b0fc569_DI_bc5378,043979af-8142-4e41-9306-26de3b0fc569_D,1263bb17-d48c-4ab9-bb5f-e44aa9c91881,68db2e0c-1613-41ae-a22c-4959cbb08fe6,42,39,2024-11-21T12:00:00+00:00
043979af-8142-4e41-9306-26de3b0fc569_DI_ac351a,043979af-8142-4e41-9306-26de3b0fc569_D,48acaf4a-0c5e-4060-a320-eb90a7fe58fc,68db2e0c-1613-41ae-a22c-4959cbb08fe6,36,34,2024-11-21T12:00:00+00:00
043979af-8142-4e41-9306-26de3b0fc569_DI_103908,043979af-8142-4e41-9306-26de3b0fc569_D,056c1105-0515-43aa-add2-d358fc605bda,68db2e0c-1613-41ae-a22c-4959cbb08fe6,18,14,2024-11-21T12:00:00+00:00
043979af-8142-4e41-9306-26de3b0fc569_DI_40b5ee,043979af-8142-4e41-9306-26de3b0fc569_D,6d8ffc4d-c7cc-4af5-b286-a54dbe80eceb,68db2e0c-1613-41ae-a22c-4959cbb08fe6,39,37,2024-11-21T12:00:00+00:00
043979af-8142-4e41-9306-26de3b0fc569_DI_c416e7,043979af-8142-4e41-9306-26de3b0fc569_D,0e2a91b3-8b09-4dfa-a1c9-6a6243efa6b5,68db2e0c-1613-41ae-a22c-4959cbb08fe6,38,34,2024-11-21T12:00:00+00:00
676bbca4-741d-4757-af37-795c60dd0b22_DI_ba3cba,676bbca4-741d-4757-af37-795c60dd0b22_D,e626e23a-8a14-4e3a-a274-8985afc84b7b,1c21be0f-7a41-4fd2-98f6-829a3308a50a,44,43,2025-03-23T08:00:00+00:00
676bbca4-741d-4757-af37-795c60dd0b22_DI_ad5eaa,676bbca4-741d-4757-af37-795c60dd0b22_D,d3523d00-f8b9-4b79-9b36-8439b831119c,1c21be0f-7a41-4fd2-98f6-829a3308a50a,39,39,2025-03-23T08:00:00+00:00
676bbca4-741d-4757-af37-795c60dd0b22_DI_1913af,676bbca4-741d-4757-af37-795c60dd0b22_D,6c8bf7c4-7d8c-4bb0-9c43-76df362a8617,1c21be0f-7a41-4fd2-98f6-829a3308a50a,12,10,2025-03-23T08:00:00+00:00
676bbca4-741d-4757-af37-795c60dd0b22_DI_b88eda,676bbca4-741d-4757-af37-795c60dd0b22_D,48a368f2-cc11-46e5-85cd-5ed9a7a98d38,1c21be0f-7a41-4fd2-98f6-829a3308a50a,40,36,2025-03-23T08:00:00+00:00
676bbca4-741d-4757-af37-795c60dd0b22_DI_3d0356,676bbca4-741d-4757-af37-795c60dd0b22_D,7c847721-811a-4b9e-b9e9-cc2ae71a9349,1c21be0f-7a41-4fd2-98f6-829a3308a50a,47,46,2025-03-23T08:00:00+00:00
676bbca4-741d-4757-af37-795c60dd0b22_DI_abd57b,676bbca4-741d-4757-af37-795c60dd0b22_D,9a9f48bf-a88e-44ab-9b30-8468dae77bff,1c21be0f-7a41-4fd2-98f6-829a3308a50a,26,23,2025-03-23T08:00:00+00:00
676bbca4-741d-4757-af37-795c60dd0b22_DI_084f27,676bbca4-741d-4757-af37-795c60dd0b22_D,ee4490c3-2787-46bb-a882-141d075a9c14,1c21be0f-7a41-4fd2-98f6-829a3308a50a,49,48,2025-03-23T08:00:00+00:00
676bbca4-741d-4757-af37-795c60dd0b22_DI_e4c717,676bbca4-741d-4757-af37-795c60dd0b22_D,8e171ed2-e8b2-4e84-b398-852e94947839,1c21be0f-7a41-4fd2-98f6-829a3308a50a,24,21,2025-03-23T08:00:00+00:00
676bbca4-741d-4757-af37-795c60dd0b22_DI_c1ebb1,676bbca4-741d-4757-af37-795c60dd0b22_D,8e00ae37-d61c-4dd1-8eef-8b454b03dc50,1c21be0f-7a41-4fd2-98f6-829a3308a50a,45,41,2025-03-23T08:00:00+00:00
676bbca4-741d-4757-af37-795c60dd0b22_DI_ea28af,676bbca4-741d-4757-af37-795c60dd0b22_D,6c64b466-efd2-4524-b1a3-25fdc2982bce,1c21be0f-7a41-4fd2-98f6-829a3308a50a,9,5,2025-03-23T08:00:00+00:00
676bbca4-741d-4757-af37-795c60dd0b22_DI_73ae43,676bbca4-741d-4757-af37-795c60dd0b22_D,443d94aa-5b42-4cb8-be58-56ef1e992ef3,1c21be0f-7a41-4fd2-98f6-829a3308a50a,33,30,2025-03-23T08:00:00+00:00
676bbca4-741d-4757-af37-795c60dd0b22_DI_ad191e,676bbca4-741d-4757-af37-795c60dd0b22_D,63a38cd8-9bde-47ff-a6bd-ab9c306cebc4,1c21be0f-7a41-4fd2-98f6-829a3308a50a,45,44,2025-03-23T08:00:00+00:00
676bbca4-741d-4757-af37-795c60dd0b22_DI_5da0a0,676bbca4-741d-4757-af37-795c60dd0b22_D,6bfe31e9-6ae4-4db2-988d-5a0cbaed866e,1c21be0f-7a41-4fd2-98f6-829a3308a50a,10,9,2025-03-23T08:00:00+00:00
676bbca4-741d-4757-af37-795c60dd0b22_DI_6dcd8e,676bbca4-741d-4757-af37-795c60dd0b22_D,8caa9cda-ae9c-40eb-9476-f0eb977c6ccb,1c21be0f-7a41-4fd2-98f6-829a3308a50a,23,23,2025-03-23T08:00:00+00:00
676bbca4-741d-4757-af37-795c60dd0b22_DI_9edaeb,676bbca4-741d-4757-af37-795c60dd0b22_D,7c9d66d2-5bea-47af-8124-03fe6ce10ca5,1c21be0f-7a41-4fd2-98f6-829a3308a50a,35,35,2025-03-23T08:00:00+00:00
676bbca4-741d-4757-af37-795c60dd0b22_DI_8a093f,676bbca4-741d-4757-af37-795c60dd0b22_D,f3a6055e-9d88-4091-bb21-fe5548ac8692,1c21be0f-7a41-4fd2-98f6-829a3308a50a,28,26,2025-03-23T08:00:00+00:00
676bbca4-741d-4757-af37-795c60dd0b22_DI_8c188d,676bbca4-741d-4757-af37-795c60dd0b22_D,a1612788-f61a-44f7-be47-a7be10e4368b,1c21be0f-7a41-4fd2-98f6-829a3308a50a,7,6,2025-03-23T08:00:00+00:00
676bbca4-741d-4757-af37-795c60dd0b22_DI_5cca2c,676bbca4-741d-4757-af37-795c60dd0b22_D,dd902d96-88d1-4510-9476-1855e47ce5d9,1c21be0f-7a41-4fd2-98f6-829a3308a50a,5,5,2025-03-23T08:00:00+00:00
3b11f81b-ea5a-4d4c-bbb9-b04eefabf9c7_DI_d6b279,3b11f81b-ea5a-4d4c-bbb9-b04eefabf9c7_D,9afcaedf-9140-4ae8-a2e7-0c438e6d84cc,78b74b5c-e459-4f23-b196-79e2b104375d,6,4,2025-10-24T16:00:00+00:00
3b11f81b-ea5a-4d4c-bbb9-b04eefabf9c7_DI_df4152,3b11f81b-ea5a-4d4c-bbb9-b04eefabf9c7_D,7f6064cf-9160-42f7-aaad-e01677a758f9,78b74b5c-e459-4f23-b196-79e2b104375d,30,30,2025-10-24T16:00:00+00:00
3b11f81b-ea5a-4d4c-bbb9-b04eefabf9c7_DI_2a1378,3b11f81b-ea5a-4d4c-bbb9-b04eefabf9c7_D,ac8078cf-3328-472c-8b63-5d2f83848458,78b74b5c-e459-4f23-b196-79e2b104375d,21,18,2025-10-24T16:00:00+00:00
3b11f81b-ea5a-4d4c-bbb9-b04eefabf9c7_DI_f58cc6,3b11f81b-ea5a-4d4c-bbb9-b04eefabf9c7_D,8446de4d-5579-4209-8b91-ab0b2dce26f1,78b74b5c-e459-4f23-b196-79e2b104375d,27,25,2025-10-24T16:00:00+00:00
3b11f81b-ea5a-4d4c-bbb9-b04eefabf9c7_DI_7bd500,3b11f81b-ea5a-4d4c-bbb9-b04eefabf9c7_D,c3ce3cdf-6408-4fd9-98c0-f7e7a0cfc67f,78b74b5c-e459-4f23-b196-79e2b104375d,22,19,2025-10-24T16:00:00+00:00
3b11f81b-ea5a-4d4c-bbb9-b04eefabf9c7_DI_32092a,3b11f81b-ea5a-4d4c-bbb9-b04eefabf9c7_D,4b51145e-560b-48ef-8d07-bd2bb452ba83,78b74b5c-e459-4f23-b196-79e2b104375d,35,34,2025-10-24T16:00:00+00:00
3b11f81b-ea5a-4d4c-bbb9-b04eefabf9c7_DI_39cedc,3b11f81b-ea5a-4d4c-bbb9-b04eefabf9c7_D,a18e29dc-f9e0-4f4a-9d0e-bb3c49757426,78b74b5c-e459-4f23-b196-79e2b104375d,7,7,2025-10-24T16:00:00+00:00
3b11f81b-ea5a-4d4c-bbb9-b04eefabf9c7_DI_e07058,3b11f81b-ea5a-4d4c-bbb9-b04eefabf9c7_D,bca92645-2c9e-4313-a869-7fc70ce2aaf6,78b74b5c-e459-4f23-b196-79e2b104375d,36,33,2025-10-24T16:00:00+00:00
3b11f81b-ea5a-4d4c-bbb9-b04eefabf9c7_DI_f43b1c,3b11f81b-ea5a-4d4c-bbb9-b04eefabf9c7_D,0131d173-3e82-4f08-8348-fdbbe2a45257,78b74b5c-e459-4f23-b196-79e2b104375d,6,3,2025-10-24T16:00:00+00:00
3b11f81b-ea5a-4d4c-bbb9-b04eefabf9c7_DI_ae442e,3b11f81b-ea5a-4d4c-bbb9-b04eefabf9c7_D,c493ca0d-589f-4744-b770-9f7b7f71cdff,78b74b5c-e459-4f23-b196-79e2b104375d,16,15,2025-10-24T16:00:00+00:00
3b11f81b-ea5a-4d4c-bbb9-b04eefabf9c7_DI_9fc425,3b11f81b-ea5a-4d4c-bbb9-b04eefabf9c7_D,3f2999df-1d5b-479e-81ff-74463fae770a,78b74b5c-e459-4f23-b196-79e2b104375d,43,42,2025-10-24T16:00:00+00:00
c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_DI_1dfeca,c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_D,dd902d96-88d1-4510-9476-1855e47ce5d9,1c21be0f-7a41-4fd2-98f6-829a3308a50a,43,39,2024-12-22T11:00:00+00:00
c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_DI_c24286,c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_D,d6ee961b-8155-4e3d-b275-cef8f3c472aa,1c21be0f-7a41-4fd2-98f6-829a3308a50a,24,23,2024-12-22T11:00:00+00:00
c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_DI_ae5668,c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_D,d98b9dfc-8cb2-4cb3-ba21-7d439331febd,1c21be0f-7a41-4fd2-98f6-829a3308a50a,27,27,2024-12-22T11:00:00+00:00
c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_DI_1afb7f,c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_D,5ee853ec-e9b6-41f6-8e55-d77149e43adf,1c21be0f-7a41-4fd2-98f6-829a3308a50a,39,36,2024-12-22T11:00:00+00:00
c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_DI_0fb4c3,c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_D,2b9d07b5-3315-4a12-b7b8-d13bcb050417,1c21be0f-7a41-4fd2-98f6-829a3308a50a,25,22,2024-12-22T11:00:00+00:00
c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_DI_0e5816,c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_D,92b8f389-1055-409f-bc6b-aad96d653a9d,1c21be0f-7a41-4fd2-98f6-829a3308a50a,39,39,2024-12-22T11:00:00+00:00
c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_DI_b3a333,c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_D,ee4490c3-2787-46bb-a882-141d075a9c14,1c21be0f-7a41-4fd2-98f6-829a3308a50a,12,9,2024-12-22T11:00:00+00:00
c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_DI_4d02a7,c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_D,56e5261e-2e8f-4a05-a931-8e9441cf8c09,1c21be0f-7a41-4fd2-98f6-829a3308a50a,35,32,2024-12-22T11:00:00+00:00
c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_DI_2bbed2,c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_D,1607e23d-543d-4204-bef9-7acfb24490f1,1c21be0f-7a41-4fd2-98f6-829a3308a50a,28,27,2024-12-22T11:00:00+00:00
c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_DI_9aa246,c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_D,d96e7ef4-0755-456d-acde-d4203643e3b6,1c21be0f-7a41-4fd2-98f6-829a3308a50a,8,7,2024-12-22T11:00:00+00:00
c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_DI_40a3bc,c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_D,22bf248e-7e05-4919-b6c8-04a8daf7ecb2,1c21be0f-7a41-4fd2-98f6-829a3308a50a,31,27,2024-12-22T11:00:00+00:00
c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_DI_366c5c,c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_D,b6201989-bcf9-4dcb-9d63-801fa7d76a9c,1c21be0f-7a41-4fd2-98f6-829a3308a50a,32,31,2024-12-22T11:00:00+00:00
c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_DI_5eefc9,c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_D,b01f422b-66a2-43f4-9824-d64a70983508,1c21be0f-7a41-4fd2-98f6-829a3308a50a,7,6,2024-12-22T11:00:00+00:00
c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_DI_e24089,c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_D,c1750283-8675-446a-9ef4-5a34ac6c5056,1c21be0f-7a41-4fd2-98f6-829a3308a50a,45,41,2024-12-22T11:00:00+00:00
c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_DI_0742a0,c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_D,d77c0a04-fb39-4a4f-922a-772a43a3394f,1c21be0f-7a41-4fd2-98f6-829a3308a50a,44,42,2024-12-22T11:00:00+00:00
c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_DI_041e84,c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_D,5adab18e-7320-4e00-927a-989014c13bfc,1c21be0f-7a41-4fd2-98f6-829a3308a50a,7,6,2024-12-22T11:00:00+00:00
c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_DI_80d582,c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_D,72e747dd-0f72-4fa6-8b1c-cbb03a578160,1c21be0f-7a41-4fd2-98f6-829a3308a50a,15,14,2024-12-22T11:00:00+00:00
c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_DI_dca4fb,c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_D,975a919a-7b82-4583-a3d5-b1ecb8afa134,1c21be0f-7a41-4fd2-98f6-829a3308a50a,18,15,2024-12-22T11:00:00+00:00
c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_DI_0ae26d,c7b6f1f5-2d33-4f80-87a6-1288e7e7809c_D,b7e9c49c-6216-4f27-a02b-7f4c95b8f237,1c21be0f-7a41-4fd2-98f6-829a3308a50a,6,6,2024-12-22T11:00:00+00:00
3082aafd-d5a6-4753-89b1-9e255fec531c_DI_6a60cc,3082aafd-d5a6-4753-89b1-9e255fec531c_D,daa504d3-e367-46e6-bbf9-4d3acbe56bc0,78b74b5c-e459-4f23-b196-79e2b104375d,45,44,2025-04-08T10:00:00+00:00
3082aafd-d5a6-4753-89b1-9e255fec531c_DI_81edc9,3082aafd-d5a6-4753-89b1-9e255fec531c_D,b45a1eb1-5ce7-4d87-95b0-3d79070bf48d,78b74b5c-e459-4f23-b196-79e2b104375d,32,30,2025-04-08T10:00:00+00:00
3082aafd-d5a6-4753-89b1-9e255fec531c_DI_a81e09,3082aafd-d5a6-4753-89b1-9e255fec531c_D,4050c51b-df6c-4811-b523-a91f52df8c2f,78b74b5c-e459-4f23-b196-79e2b104375d,47,44,2025-04-08T10:00:00+00:00
3082aafd-d5a6-4753-89b1-9e255fec531c_DI_a64977,3082aafd-d5a6-4753-89b1-9e255fec531c_D,9ac8fbb3-26ff-47a7-95ff-2de52b401cae,78b74b5c-e459-4f23-b196-79e2b104375d,13,13,2025-04-08T10:00:00+00:00
3082aafd-d5a6-4753-89b1-9e255fec531c_DI_949af6,3082aafd-d5a6-4753-89b1-9e255fec531c_D,afdc5175-fe49-4401-b4fc-845b4a535cff,78b74b5c-e459-4f23-b196-79e2b104375d,43,40,2025-04-08T10:00:00+00:00
3082aafd-d5a6-4753-89b1-9e255fec531c_DI_5edd82,3082aafd-d5a6-4753-89b1-9e255fec531c_D,9c920679-747c-45de-989a-92f16e589d4b,78b74b5c-e459-4f23-b196-79e2b104375d,48,45,2025-04-08T10:00:00+00:00
3082aafd-d5a6-4753-89b1-9e255fec531c_DI_217b5c,3082aafd-d5a6-4753-89b1-9e255fec531c_D,f452fecd-341a-4514-8033-f2d23301d0e1,78b74b5c-e459-4f23-b196-79e2b104375d,20,18,2025-04-08T10:00:00+00:00
3082aafd-d5a6-4753-89b1-9e255fec531c_DI_e3efd7,3082aafd-d5a6-4753-89b1-9e255fec531c_D,d819efc3-5bde-4575-a509-24a32504c781,78b74b5c-e459-4f23-b196-79e2b104375d,12,8,2025-04-08T10:00:00+00:00
3082aafd-d5a6-4753-89b1-9e255fec531c_DI_391f60,3082aafd-d5a6-4753-89b1-9e255fec531c_D,d7be8734-5e18-4526-821c-819d862e484c,78b74b5c-e459-4f23-b196-79e2b104375d,24,23,2025-04-08T10:00:00+00:00
92435027-b495-420b-a05b-d9f9a8ec71e0_DI_4129e3,92435027-b495-420b-a05b-d9f9a8ec71e0_D,cb278235-15c5-4197-a217-e2a38b449036,78b74b5c-e459-4f23-b196-79e2b104375d,7,4,2025-01-31T08:00:00+00:00
92435027-b495-420b-a05b-d9f9a8ec71e0_DI_d70dd9,92435027-b495-420b-a05b-d9f9a8ec71e0_D,39da0e3b-73bb-4c2a-8f3b-8b7837499b69,78b74b5c-e459-4f23-b196-79e2b104375d,17,14,2025-01-31T08:00:00+00:00
92435027-b495-420b-a05b-d9f9a8ec71e0_DI_e435cc,92435027-b495-420b-a05b-d9f9a8ec71e0_D,003c0787-8c6a-4bd9-8a23-f67dfa80f3fe,78b74b5c-e459-4f23-b196-79e2b104375d,42,41,2025-01-31T08:00:00+00:00
92435027-b495-420b-a05b-d9f9a8ec71e0_DI_48541f,92435027-b495-420b-a05b-d9f9a8ec71e0_D,7a1d2040-5f5f-4cc7-8d68-7105890c6411,78b74b5c-e459-4f23-b196-79e2b104375d,7,3,2025-01-31T08:00:00+00:00
92435027-b495-420b-a05b-d9f9a8ec71e0_DI_901e63,92435027-b495-420b-a05b-d9f9a8ec71e0_D,02c779da-3d20-48ba-90d2-dbf882818381,78b74b5c-e459-4f23-b196-79e2b104375d,27,25,2025-01-31T08:00:00+00:00
92435027-b495-420b-a05b-d9f9a8ec71e0_DI_ed4568,92435027-b495-420b-a05b-d9f9a8ec71e0_D,8b184fb7-df61-4de5-942e-b9195b598cec,78b74b5c-e459-4f23-b196-79e2b104375d,5,2,2025-01-31T08:00:00+00:00
92435027-b495-420b-a05b-d9f9a8ec71e0_DI_392cae,92435027-b495-420b-a05b-d9f9a8ec71e0_D,06873799-c10a-48f2-b2a5-c17f89673c40,78b74b5c-e459-4f23-b196-79e2b104375d,38,36,2025-01-31T08:00:00+00:00
92435027-b495-420b-a05b-d9f9a8ec71e0_DI_9c7eee,92435027-b495-420b-a05b-d9f9a8ec71e0_D,552bfcc3-1f64-450c-9d1b-caaf2e5a01ee,78b74b5c-e459-4f23-b196-79e2b104375d,40,36,2025-01-31T08:00:00+00:00
92435027-b495-420b-a05b-d9f9a8ec71e0_DI_a093ab,92435027-b495-420b-a05b-d9f9a8ec71e0_D,f452fecd-341a-4514-8033-f2d23301d0e1,78b74b5c-e459-4f23-b196-79e2b104375d,14,13,2025-01-31T08:00:00+00:00
92435027-b495-420b-a05b-d9f9a8ec71e0_DI_c2eb7d,92435027-b495-420b-a05b-d9f9a8ec71e0_D,ceb27c96-3e13-493f-955b-79921fe06ca8,78b74b5c-e459-4f23-b196-79e2b104375d,10,8,2025-01-31T08:00:00+00:00
92435027-b495-420b-a05b-d9f9a8ec71e0_DI_69544d,92435027-b495-420b-a05b-d9f9a8ec71e0_D,15d11f2b-9799-435b-948e-3c1e53dd1239,78b74b5c-e459-4f23-b196-79e2b104375d,48,47,2025-01-31T08:00:00+00:00
92435027-b495-420b-a05b-d9f9a8ec71e0_DI_424030,92435027-b495-420b-a05b-d9f9a8ec71e0_D,682cb54a-79ba-493c-9aa9-0184ab5e8682,78b74b5c-e459-4f23-b196-79e2b104375d,33,29,2025-01-31T08:00:00+00:00
92435027-b495-420b-a05b-d9f9a8ec71e0_DI_e1f9e0,92435027-b495-420b-a05b-d9f9a8ec71e0_D,391deddf-c05b-4d1a-be6e-78560d438267,78b74b5c-e459-4f23-b196-79e2b104375d,33,32,2025-01-31T08:00:00+00:00
38e73f70-a5ad-4131-b9bf-2789c590a67a_DI_d4481d,38e73f70-a5ad-4131-b9bf-2789c590a67a_D,0bd33220-6ec5-4477-b2cf-413608b0ed3f,78b74b5c-e459-4f23-b196-79e2b104375d,48,46,2025-09-29T11:00:00+00:00
38e73f70-a5ad-4131-b9bf-2789c590a67a_DI_a989b8,38e73f70-a5ad-4131-b9bf-2789c590a67a_D,b41d8f1f-305b-448d-bc87-42df056c4b6f,78b74b5c-e459-4f23-b196-79e2b104375d,20,18,2025-09-29T11:00:00+00:00
38e73f70-a5ad-4131-b9bf-2789c590a67a_DI_c3dddd,38e73f70-a5ad-4131-b9bf-2789c590a67a_D,45dc8bb1-5c23-4fbc-8ce2-353f8717d2c5,78b74b5c-e459-4f23-b196-79e2b104375d,35,31,2025-09-29T11:00:00+00:00
38e73f70-a5ad-4131-b9bf-2789c590a67a_DI_6440b3,38e73f70-a5ad-4131-b9bf-2789c590a67a_D,e46a7122-811f-4e18-a4b1-0029c771f671,78b74b5c-e459-4f23-b196-79e2b104375d,7,3,2025-09-29T11:00:00+00:00
38e73f70-a5ad-4131-b9bf-2789c590a67a_DI_27133d,38e73f70-a5ad-4131-b9bf-2789c590a67a_D,cf5ae23c-ff1b-42c5-9ce4-cd6fe64581d2,78b74b5c-e459-4f23-b196-79e2b104375d,6,5,2025-09-29T11:00:00+00:00
38e73f70-a5ad-4131-b9bf-2789c590a67a_DI_6f3cc5,38e73f70-a5ad-4131-b9bf-2789c590a67a_D,b59e0a51-296d-4251-b064-2bed24da9b81,78b74b5c-e459-4f23-b196-79e2b104375d,25,24,2025-09-29T11:00:00+00:00
38e73f70-a5ad-4131-b9bf-2789c590a67a_DI_bd642e,38e73f70-a5ad-4131-b9bf-2789c590a67a_D,a52d4765-a1ce-4170-a0aa-3e729c187f7e,78b74b5c-e459-4f23-b196-79e2b104375d,37,36,2025-09-29T11:00:00+00:00
