id,name,category,article,stock,min_stock,optimal_stock,current_zone,current_row,current_shelf,status,last_scanned_at,warehouse_id,created_at
e488edfe-68fe-4604-bc28-00a9dac1c271,Synth Product 95,Grocery,ART-982041,73,7,327,16,48,3,ok,2025-11-10T14:11:00.660386+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-06-27T14:11:00.660386+00:00
5b2d04fc-9510-4b93-8e01-a381e1e138e9,Synth Product 96,Grocery,ART-820866,160,16,224,19,46,2,ok,2025-11-10T14:11:00.660533+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2024-12-30T14:11:00.660533+00:00
9e07e14f-6993-404c-9f45-cd74d9416dda,Synth Product 97,Beauty,ART-501894,364,36,618,1,23,2,ok,2025-11-10T14:11:00.660709+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-08-30T14:11:00.660709+00:00
f90d2448-279b-465e-aebd-90163c7de79f,Synth Product 98,Toys,ART-770668,363,36,539,11,31,1,ok,2025-11-10T14:11:00.660879+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2024-12-01T14:11:00.660879+00:00
53de036a-1c85-4855-a999-7e5dbb25b3b5,Synth Product 99,Beauty,ART-147723,119,11,372,4,1,3,ok,2025-11-10T14:11:00.661052+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-09-05T14:11:00.661052+00:00
1c588867-9399-4f43-82dd-f914df63ec23,Synth Product 100,Beauty,ART-650388,285,28,580,10,3,1,ok,2025-11-10T14:11:00.661215+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-02-25T14:11:00.661215+00:00
83ebda8f-566f-438d-b199-d9fd3c7376ab,Synth Product 101,Auto,ART-513036,69,6,173,14,21,2,ok,2025-11-10T14:11:00.661375+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-05-27T14:11:00.661375+00:00
79bb6d14-3bb6-454e-b411-f5928ab946eb,Synth Product 102,Tools,ART-982023,396,39,491,12,23,5,ok,2025-11-10T14:11:00.661529+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2024-12-25T14:11:00.661529+00:00
5f94868c-f9fd-4309-b529-82880818abe5,Synth Product 103,Grocery,ART-501885,336,33,604,3,13,9,ok,2025-11-10T14:11:00.661677+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-03-25T14:11:00.661677+00:00
dd950858-3c4a-45ac-8035-df3f3f7ccd89,Synth Product 104,Toys,ART-729797,238,23,432,5,32,4,ok,2025-11-10T14:11:00.661830+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2024-10-28T14:11:00.661830+00:00
1318e3a3-6565-4d32-bcf2-40254043d096,Synth Product 105,Toys,ART-721786,116,11,281,8,45,5,ok,2025-11-10T14:11:00.662186+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-08-25T14:11:00.662186+00:00
87909481-bd50-4f5f-9192-342beedab110,Synth Product 106,Auto,ART-350267,488,48,571,2,15,6,ok,2025-11-10T14:11:00.662503+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-05-06T14:11:00.662503+00:00
45dc8bb1-5c23-4fbc-8ce2-353f8717d2c5,Synth Product 107,Grocery,ART-974315,324,32,474,8,8,4,ok,2025-11-10T14:11:00.662729+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2024-12-05T14:11:00.662729+00:00
660c262d-4e1c-4574-9b12-c183534d51db,Synth Product 108,Grocery,ART-385336,477,47,674,18,2,3,ok,2025-11-10T14:11:00.663064+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-05-10T14:11:00.663064+00:00
fc50b65d-3712-405d-873e-f5d7fc1482e4,Synth Product 109,Home,ART-185717,263,26,349,11,18,6,ok,2025-11-10T14:11:00.663275+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-03-07T14:11:00.663275+00:00
0131d173-3e82-4f08-8348-fdbbe2a45257,Synth Product 110,Grocery,ART-687189,296,29,507,12,16,3,ok,2025-11-10T14:11:00.663490+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2024-12-24T14:11:00.663490+00:00
9ea24b35-eca1-4d0a-9b19-5915d77492d6,Synth Product 111,Toys,ART-576696,297,29,396,12,26,4,ok,2025-11-10T14:11:00.663701+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2024-10-21T14:11:00.663701+00:00
6d2e3605-05cd-4bf0-acb0-7e288b191200,Synth Product 112,Toys,ART-897761,413,41,647,3,46,8,ok,2025-11-10T14:11:00.663908+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-04-08T14:11:00.663908+00:00
f4674df8-8ff5-4e54-bb97-09ba503e6855,Synth Product 113,Beauty,ART-321329,284,28,401,6,26,8,ok,2025-11-10T14:11:00.664115+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-05-22T14:11:00.664115+00:00
6bfe31e9-6ae4-4db2-988d-5a0cbaed866e,Synth Product 114,Electronics,ART-164853,68,6,146,17,42,8,ok,2025-11-10T14:11:00.664302+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-09-21T14:11:00.664302+00:00
056c1105-0515-43aa-add2-d358fc605bda,Synth Product 115,Tools,ART-538803,176,17,367,4,36,3,ok,2025-11-10T14:11:00.664483+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-09-17T14:11:00.664483+00:00
07cee45d-f7d6-4ea8-828d-2673c054f8b1,Synth Product 116,Toys,ART-844455,456,45,509,14,42,4,ok,2025-11-10T14:11:00.664656+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-05-27T14:11:00.664656+00:00
0903d3d5-ffbc-49db-8ca2-b52442ef37f5,Synth Product 117,Grocery,ART-701608,119,11,228,3,25,4,ok,2025-11-10T14:11:00.664853+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-04-09T14:11:00.664853+00:00
9c920679-747c-45de-989a-92f16e589d4b,Synth Product 118,Toys,ART-794893,84,8,382,9,16,7,ok,2025-11-10T14:11:00.665047+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-01-30T14:11:00.665047+00:00
261a28cc-d5df-47f9-8d7d-8391e85f4c57,Synth Product 119,Tools,ART-933083,367,36,605,13,17,1,ok,2025-11-10T14:11:00.665260+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-02-04T14:11:00.665260+00:00
089faf25-01dc-4511-825c-aaf373a5f616,Synth Product 120,Toys,ART-247376,390,39,571,14,9,4,ok,2025-11-10T14:11:00.665449+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2024-12-06T14:11:00.665449+00:00
fd65cb16-69f1-47ae-ae4a-2a611a2ce01b,Synth Product 121,Toys,ART-280432,495,49,784,16,40,9,ok,2025-11-10T14:11:00.665641+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-02-13T14:11:00.665641+00:00
f378e4b0-2a40-4f6e-a58c-8341b69273e0,Synth Product 122,Beauty,ART-453315,276,27,438,7,4,8,ok,2025-11-10T14:11:00.665802+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-01-05T14:11:00.665802+00:00
c5184e91-53d8-464a-8a63-810638c9d912,Synth Product 123,Toys,ART-927037,245,24,414,3,16,2,ok,2025-11-10T14:11:00.666015+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-07-13T14:11:00.666015+00:00
b41d8f1f-305b-448d-bc87-42df056c4b6f,Synth Product 124,Grocery,ART-309566,473,47,534,4,15,2,ok,2025-11-10T14:11:00.666191+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-04-13T14:11:00.666191+00:00
71a4bd1d-cc94-4a93-923d-575391bf1a5e,Synth Product 125,Toys,ART-112516,313,31,543,2,14,3,ok,2025-11-10T14:11:00.666410+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2024-12-04T14:11:00.666410+00:00
c3ce3cdf-6408-4fd9-98c0-f7e7a0cfc67f,Synth Product 126,Toys,ART-684233,434,43,643,8,33,8,ok,2025-11-10T14:11:00.666598+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-01-02T14:11:00.666598+00:00
91d3b2f0-b284-4511-8ee0-ae90b0b44be1,Synth Product 127,Tools,ART-769299,76,7,307,11,44,4,ok,2025-11-10T14:11:00.666791+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2024-11-01T14:11:00.666791+00:00
6d93fbcf-6fff-4795-bf31-86ead157f4b2,Synth Product 128,Toys,ART-791764,198,19,368,14,42,4,ok,2025-11-10T14:11:00.666980+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-04-08T14:11:00.666980+00:00
3e805308-7408-4b02-a9cf-c214e3d7a786,Synth Product 129,Grocery,ART-208149,459,45,585,17,19,4,ok,2025-11-10T14:11:00.667196+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-03-10T14:11:00.667196+00:00
3ad44f6a-de43-4bd8-8b21-5b0d98eeb6e5,Synth Product 130,Toys,ART-194481,431,43,613,1,20,9,ok,2025-11-10T14:11:00.667392+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2024-11-06T14:11:00.667392+00:00
0babe695-2a47-470f-b6bd-92c4453dd776,Synth Product 131,Home,ART-107692,333,33,480,7,16,2,ok,2025-11-10T14:11:00.667595+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-07-08T14:11:00.667595+00:00
57c6b538-d769-4eb6-b0f1-97fc59c83299,Synth Product 132,Grocery,ART-503386,323,32,604,8,16,2,ok,2025-11-10T14:11:00.667782+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-03-04T14:11:00.667782+00:00
2a729b93-e29a-410b-ae7a-a91d1cf1bbfc,Synth Product 133,Home,ART-253253,53,5,206,14,26,6,ok,2025-11-10T14:11:00.668119+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-01-21T14:11:00.668119+00:00
daa504d3-e367-46e6-bbf9-4d3acbe56bc0,Synth Product 134,Auto,ART-529754,411,41,616,19,38,6,ok,2025-11-10T14:11:00.668392+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2024-11-11T14:11:00.668392+00:00
2e8fbd96-8e30-41a2-b1da-f14e8941746f,Synth Product 135,Auto,ART-661030,374,37,495,15,23,8,ok,2025-11-10T14:11:00.668619+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-09-14T14:11:00.668619+00:00
73a7523c-acc0-4f93-932f-c1e015d3917e,Synth Product 136,Beauty,ART-496079,278,27,511,13,28,9,ok,2025-11-10T14:11:00.668822+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-02-11T14:11:00.668822+00:00
393deab2-4e83-4368-8f69-f589eab030ab,Synth Product 137,Auto,ART-238611,486,48,562,6,41,7,ok,2025-11-10T14:11:00.669013+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2024-10-17T14:11:00.669013+00:00
5f89fb7f-9c12-4b04-a808-350782c2180e,Synth Product 138,Electronics,ART-211482,336,33,472,6,3,5,ok,2025-11-10T14:11:00.669199+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2024-12-28T14:11:00.669199+00:00
ac8078cf-3328-472c-8b63-5d2f83848458,Synth Product 139,Auto,ART-873844,270,27,538,9,16,9,ok,2025-11-10T14:11:00.669401+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-07-14T14:11:00.669401+00:00
9212843a-e4fe-4015-8181-e52c7169d4b4,Synth Product 140,Grocery,ART-176337,83,8,331,5,28,5,ok,2025-11-10T14:11:00.669601+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2024-12-19T14:11:00.669601+00:00
8fe1d4da-c7c4-4171-8532-ea677bf8f1b9,Synth Product 141,Beauty,ART-314542,466,46,627,1,3,4,ok,2025-11-10T14:11:00.669794+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2024-10-24T14:11:00.669794+00:00
962acac5-e6c3-4ad0-855c-c4f38b3027dd,Synth Product 142,Auto,ART-707774,216,21,293,15,35,6,ok,2025-11-10T14:11:00.669983+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2024-12-29T14:11:00.669983+00:00
bcc8abdd-c0d2-4dea-89b2-a0723f2a2264,Synth Product 143,Beauty,ART-454092,439,43,673,16,19,1,ok,2025-11-10T14:11:00.670142+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2024-11-10T14:11:00.670142+00:00
30fcd7c8-8c56-49f2-a6c0-02596afaeb91,Synth Product 144,Home,ART-872311,95,9,300,9,1,9,ok,2025-11-10T14:11:00.670338+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-04-04T14:11:00.670338+00:00
d2f5c6ea-c04a-4ddb-9a24-b2ec9eef1000,Synth Product 145,Electronics,ART-783681,354,35,536,8,35,9,ok,2025-11-10T14:11:00.670509+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-02-28T14:11:00.670509+00:00
16dd15f6-a01b-436c-83d7-38e80ac8ae7a,Synth Product 146,Tools,ART-867502,164,16,273,10,18,8,ok,2025-11-10T14:11:00.670667+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2024-11-30T14:11:00.670667+00:00
3c4723a9-ac44-45ef-8759-bf2070a8fc1b,Synth Product 147,Grocery,ART-504074,184,18,411,8,6,3,ok,2025-11-10T14:11:00.670919+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-03-22T14:11:00.670919+00:00
3a277f30-1cd4-4fb8-b9c5-549c9f0c9f14,Synth Product 148,Grocery,ART-176330,439,43,535,13,17,5,ok,2025-11-10T14:11:00.671137+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-01-19T14:11:00.671137+00:00
92b8f389-1055-409f-bc6b-aad96d653a9d,Synth Product 149,Auto,ART-674416,413,41,596,6,38,4,ok,2025-11-10T14:11:00.671290+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-03-28T14:11:00.671290+00:00
85b6ed84-9bf5-40bf-88cd-ac8c9c067fd2,Synth Product 150,Home,ART-997821,103,10,296,17,35,7,ok,2025-11-10T14:11:00.671494+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-03-05T14:11:00.671494+00:00
49bd4807-3f0c-445c-ae2e-e0d5e766e4ac,Synth Product 151,Auto,ART-297541,226,22,399,10,17,2,ok,2025-11-10T14:11:00.671679+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-09-03T14:11:00.671679+00:00
d98b9dfc-8cb2-4cb3-ba21-7d439331febd,Synth Product 152,Tools,ART-281780,87,8,153,11,1,3,ok,2025-11-10T14:11:00.671830+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-04-27T14:11:00.671830+00:00
4050c51b-df6c-4811-b523-a91f52df8c2f,Synth Product 153,Tools,ART-504738,335,33,605,8,44,9,ok,2025-11-10T14:11:00.671978+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2024-10-20T14:11:00.671978+00:00
eda7d97e-9f10-4c6d-977d-3cb6a9839870,Synth Product 154,Auto,ART-356086,276,27,461,7,44,4,ok,2025-11-10T14:11:00.672169+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-07-17T14:11:00.672169+00:00
8fa57d2b-b988-4fd3-a1a1-d7c05f14c8bc,Synth Product 155,Auto,ART-375408,196,19,468,11,49,7,ok,2025-11-10T14:11:00.672357+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-07-24T14:11:00.672357+00:00
975a919a-7b82-4583-a3d5-b1ecb8afa134,Synth Product 156,Electronics,ART-369444,328,32,541,17,12,3,ok,2025-11-10T14:11:00.672543+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-06-14T14:11:00.672543+00:00
cf3bf5b5-7a42-41ea-a914-656f7243d837,Synth Product 157,Auto,ART-101381,119,11,255,6,3,6,ok,2025-11-10T14:11:00.672716+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-07-11T14:11:00.672716+00:00
2b7046f6-84d4-478c-93b3-35318ec67a5c,Synth Product 158,Grocery,ART-494547,313,31,558,17,24,9,ok,2025-11-10T14:11:00.672866+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2024-10-08T14:11:00.672866+00:00
78579b8b-471c-4ec2-a489-a1deeb39c12b,Synth Product 159,Beauty,ART-704432,353,35,466,18,14,8,ok,2025-11-10T14:11:00.673018+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-04-20T14:11:00.673018+00:00
1ca91f4b-995e-4733-b665-2405b262ca66,Synth Product 160,Tools,ART-191704,127,12,317,9,32,3,ok,2025-11-10T14:11:00.673211+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2024-10-23T14:11:00.673211+00:00
56ddd7b8-ed58-413a-bcb7-225ec564f8b6,Synth Product 161,Toys,ART-225701,280,28,563,1,46,9,ok,2025-11-10T14:11:00.673376+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-01-11T14:11:00.673376+00:00
83177a8e-31c1-4080-9cb5-02adcb4586fb,Synth Product 162,Electronics,ART-321459,182,18,242,11,4,9,ok,2025-11-10T14:11:00.673525+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-04-26T14:11:00.673525+00:00
26680ed0-b5e2-4d57-9e4a-790d9c7ea28a,Synth Product 163,Tools,ART-142762,282,28,529,1,42,2,ok,2025-11-10T14:11:00.673731+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-02-18T14:11:00.673731+00:00
32a1f346-a008-47e8-b9ed-814c56390a23,Synth Product 164,Auto,ART-728370,399,39,464,9,11,9,ok,2025-11-10T14:11:00.673898+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-06-22T14:11:00.673898+00:00
12314b9f-7bca-43a8-952b-1912c66620cc,Synth Product 165,Tools,ART-236335,227,22,334,1,15,2,ok,2025-11-10T14:11:00.674047+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-05-11T14:11:00.674047+00:00
aa9c1b23-ca61-4699-9758-48d0f3bd22b2,Synth Product 166,Electronics,ART-557350,123,12,173,6,24,1,ok,2025-11-10T14:11:00.674203+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-06-10T14:11:00.674203+00:00
d6ee961b-8155-4e3d-b275-cef8f3c472aa,Synth Product 167,Beauty,ART-520506,244,24,431,16,26,3,ok,2025-11-10T14:11:00.674404+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-07-19T14:11:00.674404+00:00
c606de7b-8e8c-47da-867b-6869d260f66a,Synth Product 168,Auto,ART-531876,318,31,428,17,34,4,ok,2025-11-10T14:11:00.674557+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-07-19T14:11:00.674557+00:00
cd3fbb07-1f14-473e-bfa2-1c3d62a2d57d,Synth Product 169,Auto,ART-534366,198,19,309,1,25,5,ok,2025-11-10T14:11:00.674741+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2024-11-26T14:11:00.674741+00:00
b45a1eb1-5ce7-4d87-95b0-3d79070bf48d,Synth Product 170,Grocery,ART-142636,136,13,223,7,7,1,ok,2025-11-10T14:11:00.674936+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2024-11-06T14:11:00.674936+00:00
49e97691-1ea4-436f-98fc-cc5c0e344bdb,Synth Product 171,Home,ART-834901,54,5,337,1,8,1,ok,2025-11-10T14:11:00.675102+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-01-23T14:11:00.675102+00:00
b7b5408e-fe89-4fe0-8f13-0776e826676d,Synth Product 172,Electronics,ART-612290,263,26,373,5,29,7,ok,2025-11-10T14:11:00.675246+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2024-12-01T14:11:00.675246+00:00
acc59101-746d-4773-8c7d-5dd848160b42,Synth Product 173,Beauty,ART-579925,52,5,172,12,23,2,ok,2025-11-10T14:11:00.675447+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2024-11-14T14:11:00.675447+00:00
78a37ddd-67dc-48dc-843e-30d4e334f23a,Synth Product 174,Tools,ART-328836,497,49,760,5,46,6,ok,2025-11-10T14:11:00.675619+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-04-26T14:11:00.675619+00:00
1a49b79b-23aa-43aa-b891-1d53fd070a68,Synth Product 175,Auto,ART-171500,321,32,598,7,36,8,ok,2025-11-10T14:11:00.675795+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-08-18T14:11:00.675795+00:00
db8f5d1d-0a5c-49f2-933f-790fdc92310f,Synth Product 176,Electronics,ART-640659,296,29,545,6,11,5,ok,2025-11-10T14:11:00.675983+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-05-11T14:11:00.675983+00:00
e626e23a-8a14-4e3a-a274-8985afc84b7b,Synth Product 177,Electronics,ART-875690,192,19,447,1,37,4,ok,2025-11-10T14:11:00.676146+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-05-23T14:11:00.676146+00:00
28fe8eb2-ecf3-4625-85b6-fec72c30278e,Synth Product 178,Grocery,ART-752664,365,36,456,17,35,3,ok,2025-11-10T14:11:00.676291+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-01-11T14:11:00.676291+00:00
1843786a-7b08-4bed-9790-4b8908dad52c,Synth Product 179,Auto,ART-233145,192,19,273,12,12,2,ok,2025-11-10T14:11:00.676469+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2024-12-28T14:11:00.676469+00:00
cd50498e-7e48-4b79-a05c-0d3e2af62b7d,Synth Product 180,Electronics,ART-255649,351,35,574,16,25,2,ok,2025-11-10T14:11:00.676638+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2024-10-10T14:11:00.676638+00:00
3152959f-dd2d-42d5-922e-9152da0a8737,Synth Product 181,Electronics,ART-598021,51,5,332,19,29,6,ok,2025-11-10T14:11:00.676783+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-05-21T14:11:00.676783+00:00
3cb4657d-e228-4c40-a3ae-d263c1cee8c6,Synth Product 182,Electronics,ART-892341,307,30,581,8,27,2,ok,2025-11-10T14:11:00.676981+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-02-23T14:11:00.676981+00:00
b887daa9-d32d-4592-a2af-66bfa43ee3ee,Synth Product 183,Electronics,ART-502462,172,17,402,12,7,3,ok,2025-11-10T14:11:00.677140+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-06-06T14:11:00.677140+00:00
8caa9cda-ae9c-40eb-9476-f0eb977c6ccb,Synth Product 184,Home,ART-116344,489,48,748,1,30,2,ok,2025-11-10T14:11:00.677287+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-07-18T14:11:00.677287+00:00
9ac8fbb3-26ff-47a7-95ff-2de52b401cae,Synth Product 185,Home,ART-657715,443,44,702,12,10,5,ok,2025-11-10T14:11:00.677453+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-03-31T14:11:00.677453+00:00
b8b8a8af-e4b8-4e39-8489-fb28f48ea432,Synth Product 186,Toys,ART-753191,388,38,607,15,28,3,ok,2025-11-10T14:11:00.677642+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-01-04T14:11:00.677642+00:00
06873799-c10a-48f2-b2a5-c17f89673c40,Synth Product 187,Tools,ART-931803,492,49,579,10,47,1,ok,2025-11-10T14:11:00.677818+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-09-28T14:11:00.677818+00:00
078e2a1a-058f-4d0f-a587-8e29eb7f2812,Synth Product 188,Tools,ART-467164,211,21,391,18,5,7,ok,2025-11-10T14:11:00.678000+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2024-11-16T14:11:00.678000+00:00
a85ef763-10da-40a8-8847-b0c3982e5e2b,Synth Product 189,Grocery,ART-521917,227,22,317,3,18,9,ok,2025-11-10T14:11:00.678167+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-07-05T14:11:00.678167+00:00
135cc5a7-feb6-40a1-879e-74ae9849d280,Synth Product 190,Auto,ART-873083,356,35,455,19,45,3,ok,2025-11-10T14:11:00.678327+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-07-25T14:11:00.678327+00:00
9e92ab52-c934-42d8-98e5-cb322491f1ed,Synth Product 191,Beauty,ART-679990,261,26,530,17,32,4,ok,2025-11-10T14:11:00.678471+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-05-12T14:11:00.678471+00:00
2092cfc1-742d-433a-b030-74ee319d774f,Synth Product 192,Grocery,ART-758021,89,8,324,11,39,9,ok,2025-11-10T14:11:00.678665+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-03-15T14:11:00.678665+00:00
770ee63b-d5c2-4da3-9b43-dbe915317e59,Synth Product 193,Auto,ART-729540,97,9,341,17,43,8,ok,2025-11-10T14:11:00.678858+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-04-08T14:11:00.678858+00:00
48acaf4a-0c5e-4060-a320-eb90a7fe58fc,Synth Product 194,Toys,ART-769239,51,5,152,9,2,2,ok,2025-11-10T14:11:00.679010+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2024-10-14T14:11:00.679010+00:00
365435fc-02f3-440a-bf44-55acac690a8d,Synth Product 195,Beauty,ART-938140,219,21,470,17,31,4,ok,2025-11-10T14:11:00.679216+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-02-22T14:11:00.679216+00:00
0e2a91b3-8b09-4dfa-a1c9-6a6243efa6b5,Synth Product 196,Toys,ART-622889,206,20,408,8,21,1,ok,2025-11-10T14:11:00.679372+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-03-03T14:11:00.679372+00:00
f3a6055e-9d88-4091-bb21-fe5548ac8692,Synth Product 197,Toys,ART-160914,470,47,646,4,17,4,ok,2025-11-10T14:11:00.679522+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-05-30T14:11:00.679522+00:00
f3ae39c4-4e73-43fe-aa9c-9687639e08f7,Synth Product 198,Tools,ART-246584,396,39,478,6,34,1,ok,2025-11-10T14:11:00.679711+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-06-08T14:11:00.679711+00:00
948c172f-bf06-4405-82c8-24191b9ad49b,Synth Product 199,Home,ART-278377,479,47,710,2,24,7,ok,2025-11-10T14:11:00.679885+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-03-09T14:11:00.679885+00:00
70e0f60d-2579-4c8b-9579-f21d313c0093,Synth Product 200,Toys,ART-281879,204,20,323,19,10,5,ok,2025-11-10T14:11:00.680043+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-04-01T14:11:00.680043+00:00
b3ac85b0-0755-4c39-ba0f-0187802df76d,Synth Product 201,Home,ART-215171,260,26,423,1,1,5,ok,2025-11-10T14:11:00.680235+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-09-08T14:11:00.680235+00:00
0a163bfc-0bfc-4bd0-889d-1f72bc6c1c97,Synth Product 202,Grocery,ART-545955,160,16,373,17,6,3,ok,2025-11-10T14:11:00.680495+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-07-10T14:11:00.680495+00:00
01945f00-9f8b-42ef-a3b1-b9c1b12e505d,Synth Product 203,Beauty,ART-371463,182,18,310,17,38,9,ok,2025-11-10T14:11:00.680762+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-09-03T14:11:00.680762+00:00
