id,product_id,robot_id,warehouse_id,current_zone,current_row,current_shelf,name,category,article,stock,min_stock,optimal_stock,status,created_at
ih_2dc8b4e0,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,252,22,303,ok,2025-08-21T06:58:00+00:00
ih_32855879,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,259,22,303,ok,2025-08-22T04:34:00+00:00
ih_f497e2b7,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,257,22,303,ok,2025-08-23T21:20:00+00:00
ih_8dfde19c,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,262,22,303,ok,2025-08-24T02:22:00+00:00
ih_76151333,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,255,22,303,ok,2025-08-25T20:50:00+00:00
ih_a263d45b,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,253,22,303,ok,2025-08-26T04:47:00+00:00
ih_daa32dc4,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,256,22,303,ok,2025-08-27T15:01:00+00:00
ih_0940d9d7,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,256,22,303,ok,2025-08-28T08:21:00+00:00
ih_2b2d7b72,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,259,22,303,ok,2025-08-29T08:47:00+00:00
ih_d155dc1c,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,252,22,303,ok,2025-08-30T22:06:00+00:00
ih_de492b1b,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,248,22,303,ok,2025-08-31T19:46:00+00:00
ih_b6e9be29,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,256,22,303,ok,2025-09-01T00:50:00+00:00
ih_14c1f613,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,256,22,303,ok,2025-09-02T18:26:00+00:00
ih_f8c005ca,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,266,22,303,ok,2025-09-03T04:19:00+00:00
ih_619f398a,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,266,22,303,ok,2025-09-04T21:55:00+00:00
ih_57b41dbc,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,269,22,303,ok,2025-09-05T00:05:00+00:00
ih_25d85395,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,268,22,303,ok,2025-09-06T17:47:00+00:00
ih_3d978bae,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,271,22,303,ok,2025-09-07T20:54:00+00:00
ih_2e05db81,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,272,22,303,ok,2025-09-08T04:21:00+00:00
ih_d34eadcc,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,277,22,303,ok,2025-09-09T15:31:00+00:00
ih_134919f2,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,278,22,303,ok,2025-09-10T13:24:00+00:00
ih_fa31a8ae,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,278,22,303,ok,2025-09-11T19:33:00+00:00
ih_4d215a09,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,285,22,303,ok,2025-09-12T18:43:00+00:00
ih_ae5843b8,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,282,22,303,ok,2025-09-13T04:48:00+00:00
ih_05b69f4a,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,288,22,303,ok,2025-09-14T05:03:00+00:00
ih_f94b8823,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,283,22,303,ok,2025-09-15T07:54:00+00:00
ih_36626caa,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,277,22,303,ok,2025-09-16T15:34:00+00:00
ih_e5c85704,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,283,22,303,ok,2025-09-17T21:30:00+00:00
ih_4477fb9d,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,283,22,303,ok,2025-09-18T04:34:00+00:00
ih_f0e988eb,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,284,22,303,ok,2025-09-19T09:32:00+00:00
ih_5ad82e14,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,284,22,303,ok,2025-09-20T19:14:00+00:00
ih_60f1d2ca,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,270,22,303,ok,2025-09-21T04:36:00+00:00
ih_d3fa283c,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,261,22,303,ok,2025-09-22T02:31:00+00:00
ih_f135a505,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,257,22,303,ok,2025-09-23T11:04:00+00:00
ih_07811a06,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,252,22,303,ok,2025-09-24T20:45:00+00:00
ih_f709bb35,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,252,22,303,ok,2025-09-25T00:24:00+00:00
ih_58ff8550,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,249,22,303,ok,2025-09-26T16:33:00+00:00
ih_78f196a5,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,245,22,303,ok,2025-09-27T06:48:00+00:00
ih_d784f9b1,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,239,22,303,ok,2025-09-28T19:12:00+00:00
ih_ffd2fffb,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,239,22,303,ok,2025-09-29T14:11:00+00:00
ih_267a0788,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,239,22,303,ok,2025-09-30T10:31:00+00:00
ih_430bf109,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,241,22,303,ok,2025-10-01T22:48:00+00:00
ih_8e39bc5c,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,241,22,303,ok,2025-10-02T12:19:00+00:00
ih_4ddf8094,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,241,22,303,ok,2025-10-03T21:20:00+00:00
ih_d7c4088c,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,242,22,303,ok,2025-10-04T00:17:00+00:00
ih_f2fd4bec,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,237,22,303,ok,2025-10-05T02:50:00+00:00
ih_9be8e869,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,241,22,303,ok,2025-10-06T19:30:00+00:00
ih_c5922cdc,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,249,22,303,ok,2025-10-07T16:27:00+00:00
ih_81d880e0,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,246,22,303,ok,2025-10-08T09:15:00+00:00
ih_e67bc850,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,240,22,303,ok,2025-10-09T20:28:00+00:00
ih_f70f13d0,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,242,22,303,ok,2025-10-10T08:13:00+00:00
ih_a2bf34f7,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,243,22,303,ok,2025-10-11T14:22:00+00:00
ih_12fe32ee,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,244,22,303,ok,2025-10-12T00:31:00+00:00
ih_30d74691,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,248,22,303,ok,2025-10-13T03:38:00+00:00
ih_e93e6768,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,250,22,303,ok,2025-10-14T08:28:00+00:00
ih_8756b94c,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,249,22,303,ok,2025-10-15T03:17:00+00:00
ih_4ac00576,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,256,22,303,ok,2025-10-16T06:00:00+00:00
ih_639ba1e1,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,259,22,303,ok,2025-10-17T14:40:00+00:00
ih_029047bf,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,260,22,303,ok,2025-10-18T22:14:00+00:00
ih_35dd8286,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,260,22,303,ok,2025-10-19T03:12:00+00:00
ih_c2d1be25,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,259,22,303,ok,2025-10-20T22:10:00+00:00
ih_7cfadd5f,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,255,22,303,ok,2025-10-21T07:35:00+00:00
ih_73cb1a64,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,253,22,303,ok,2025-10-22T01:29:00+00:00
ih_fb4f3993,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,253,22,303,ok,2025-10-23T02:16:00+00:00
ih_c51caf52,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,246,22,303,ok,2025-10-24T16:09:00+00:00
ih_41ba8fe7,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,243,22,303,ok,2025-10-25T18:39:00+00:00
ih_b41e87a7,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,247,22,303,ok,2025-10-26T02:19:00+00:00
ih_9b8dd967,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,247,22,303,ok,2025-10-27T21:14:00+00:00
ih_9dc9f981,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,249,22,303,ok,2025-10-28T11:35:00+00:00
ih_c2d3aab8,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,251,22,303,ok,2025-10-29T10:02:00+00:00
ih_4eabb389,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,259,22,303,ok,2025-10-30T06:49:00+00:00
ih_27796226,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,263,22,303,ok,2025-10-31T01:24:00+00:00
ih_82420225,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,268,22,303,ok,2025-11-01T13:28:00+00:00
ih_05ff7e00,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,273,22,303,ok,2025-11-02T16:31:00+00:00
ih_c3b2d437,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,273,22,303,ok,2025-11-03T16:49:00+00:00
ih_d209bd3a,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,273,22,303,ok,2025-11-04T08:08:00+00:00
ih_add0d38b,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,273,22,303,ok,2025-11-05T14:53:00+00:00
ih_11422acf,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,281,22,303,ok,2025-11-06T07:13:00+00:00
ih_c5ffa2cb,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,281,22,303,ok,2025-11-07T19:21:00+00:00
ih_d187df39,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,276,22,303,ok,2025-11-08T03:16:00+00:00
ih_0510eece,3099c7ae-3020-4237-8a3f-788b7ebc9130,,78b74b5c-e459-4f23-b196-79e2b104375d,11,47,9,Synth Product 85,Beauty,ART-258399,271,22,303,ok,2025-11-09T03:30:00+00:00
ih_391e2eb3,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,323,32,494,ok,2025-05-14T22:17:00+00:00
ih_fbca0a62,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,322,32,494,ok,2025-05-15T10:36:00+00:00
ih_f9a7cc07,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,323,32,494,ok,2025-05-16T02:42:00+00:00
ih_f804fc0f,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,324,32,494,ok,2025-05-17T03:00:00+00:00
ih_a7986762,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,325,32,494,ok,2025-05-18T11:06:00+00:00
ih_e5dfd42e,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,326,32,494,ok,2025-05-19T08:47:00+00:00
ih_f34904c1,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,327,32,494,ok,2025-05-20T10:29:00+00:00
ih_4c5b8229,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,327,32,494,ok,2025-05-21T19:07:00+00:00
ih_16a7a4e6,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,330,32,494,ok,2025-05-22T10:42:00+00:00
ih_677b8203,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,323,32,494,ok,2025-05-23T04:27:00+00:00
ih_001ebdd8,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,322,32,494,ok,2025-05-24T11:53:00+00:00
ih_c5c4a5aa,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,322,32,494,ok,2025-05-25T17:41:00+00:00
ih_f9d28e78,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,320,32,494,ok,2025-05-26T06:27:00+00:00
ih_dffb4732,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,320,32,494,ok,2025-05-27T10:42:00+00:00
ih_4fdae2a9,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,320,32,494,ok,2025-05-28T05:42:00+00:00
ih_5aec8b66,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,308,32,494,ok,2025-05-29T16:17:00+00:00
ih_4da780cb,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,318,32,494,ok,2025-05-30T19:52:00+00:00
ih_9fc146fd,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,325,32,494,ok,2025-05-31T14:44:00+00:00
ih_b4ebbb2c,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,324,32,494,ok,2025-06-01T07:08:00+00:00
ih_c2446bef,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,322,32,494,ok,2025-06-02T12:40:00+00:00
ih_bd2bfc41,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,320,32,494,ok,2025-06-03T09:15:00+00:00
ih_540bc371,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,325,32,494,ok,2025-06-04T03:09:00+00:00
ih_0fd781ad,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,333,32,494,ok,2025-06-05T01:35:00+00:00
ih_cc485820,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,344,32,494,ok,2025-06-06T00:11:00+00:00
ih_efcf4d84,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,350,32,494,ok,2025-06-07T01:58:00+00:00
ih_baf1561c,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,356,32,494,ok,2025-06-08T01:34:00+00:00
ih_44862e90,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,353,32,494,ok,2025-06-09T20:36:00+00:00
ih_8925c127,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,355,32,494,ok,2025-06-10T05:16:00+00:00
ih_f27a51da,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,356,32,494,ok,2025-06-11T19:00:00+00:00
ih_d6d36c79,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,356,32,494,ok,2025-06-12T22:22:00+00:00
ih_ff777b8e,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,359,32,494,ok,2025-06-13T22:33:00+00:00
ih_13c3a8e0,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,364,32,494,ok,2025-06-14T04:12:00+00:00
ih_d102d6ca,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,366,32,494,ok,2025-06-15T22:28:00+00:00
ih_817aa9ec,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,365,32,494,ok,2025-06-16T07:14:00+00:00
ih_92558ad3,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,366,32,494,ok,2025-06-17T08:22:00+00:00
ih_ec2b0c76,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,369,32,494,ok,2025-06-18T16:21:00+00:00
ih_a4d45f9b,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,370,32,494,ok,2025-06-19T20:51:00+00:00
ih_195c0186,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,368,32,494,ok,2025-06-20T14:48:00+00:00
ih_32811063,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,385,32,494,ok,2025-06-21T09:53:00+00:00
ih_30f28ef2,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,385,32,494,ok,2025-06-22T04:18:00+00:00
ih_b09b77c7,beddec1c-78b4-46b5-90dd-a1bf6a54c887,,78b74b5c-e459-4f23-b196-79e2b104375d,13,49,1,Synth Product 86,Electronics,ART-438723,388,32,494,ok,2025-06-23T08:09:00+00:00
